L_ListingID,L_Address,L_City,beds,baths,price,L_Remarks,remarks_cleaned
100852,952 Example St,San Diego,5,1,750000,"Beautiful duplex with smart home system.
    Located near downtown.
    Property is move-in ready and includes community pool.
    Priced to sell with strong investment potential.",Beautiful duplex with smart home system. Located near downtown. Property is move-in ready and includes community pool. Priced to sell with strong investment potential.
100853,953 Example St,San Diego,4,4,550000,"Beautiful duplex with granite countertops.
    Located gated community.
    Property is move-in ready and includes community pool.
    Priced to sell with strong investment potential.",Beautiful duplex with granite countertops. Located gated community. Property is move-in ready and includes community pool. Priced to sell with strong investment potential.
100854,954 Example St,San Diego,2,4,950000,"Beautiful investment property with smart home system.
    Located walking distance to parks.
    Property is fixer upper and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with smart home system. Located walking distance to parks. Property is fixer upper and includes corner lot. Priced to sell with strong investment potential.
100855,955 Example St,Los Angeles,4,3,650000,"Beautiful townhouse with open floor plan.
    Located near public transportation.
    Property is fixer upper and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful townhouse with open floor plan. Located near public transportation. Property is fixer upper and includes no HOA. Priced to sell with strong investment potential.
100856,956 Example St,San Jose,1,4,650000,"Beautiful townhouse with solar panels.
    Located minutes from shopping.
    Property is needs TLC and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful townhouse with solar panels. Located minutes from shopping. Property is needs TLC and includes two-car garage. Priced to sell with strong investment potential.
100857,957 Example St,San Jose,2,2,350000,"Beautiful townhouse with solar panels.
    Located minutes from shopping.
    Property is needs TLC and includes community pool.
    Priced to sell with strong investment potential.",Beautiful townhouse with solar panels. Located minutes from shopping. Property is needs TLC and includes community pool. Priced to sell with strong investment potential.
100858,958 Example St,San Francisco,2,4,550000,"Beautiful townhouse with walk-in closet.
    Located quiet neighborhood.
    Property is fully renovated and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located quiet neighborhood. Property is fully renovated and includes large lot. Priced to sell with strong investment potential.
100859,959 Example St,San Francisco,4,4,750000,"Beautiful single family home with open floor plan.
    Located near public transportation.
    Property is fully renovated and includes large lot.
    Priced to sell with strong investment potential.",Beautiful single family home with open floor plan. Located near public transportation. Property is fully renovated and includes large lot. Priced to sell with strong investment potential.
100860,960 Example St,Los Angeles,5,1,650000,"Beautiful townhouse with granite countertops.
    Located minutes from shopping.
    Property is needs TLC and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful townhouse with granite countertops. Located minutes from shopping. Property is needs TLC and includes low home owners association fees. Priced to sell with strong investment potential.
100861,961 Example St,Los Angeles,3,3,750000,"Beautiful investment property with solar panels.
    Located minutes from shopping.
    Property is fixer upper and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with solar panels. Located minutes from shopping. Property is fixer upper and includes corner lot. Priced to sell with strong investment potential.
